"icd_code","icd_version","long_title","category","matched_by","review_flag"
"8503",9,"Concussion with prolonged loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"8504",9,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"8505",9,"Concussion with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"8509",9,"Concussion, unspecified","Traumatic brain injury","title",FALSE
"85109",9,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85119",9,"Cortex (cerebral) contusion with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85129",9,"Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85139",9,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85149",9,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85159",9,"Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85169",9,"Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85179",9,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85180",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"85181",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness","Traumatic brain injury","title",TRUE
"85182",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"85183",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"85184",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level","Traumatic brain injury","title",TRUE
"85185",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"85186",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"85189",9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85190",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"85191",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness","Traumatic brain injury","title",FALSE
"85192",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"85193",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"85194",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"85195",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"85196",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"85199",9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85209",9,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85219",9,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85229",9,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85239",9,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85249",9,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85259",9,"Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85309",9,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",TRUE
"85319",9,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with concussion, unspecified","Traumatic brain injury","title",FALSE
"85400",9,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"85401",9,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness","Traumatic brain injury","title",TRUE
