"icd_code","icd_version","long_title","n_categories","categories","any_review_flag"
"T42",10,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",3,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"I69053",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69054",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69059",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6906",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69061",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69062",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69063",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69064",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69065",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69069",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting unspecified side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6909",10,"Other sequelae of nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"I69090",10,"Apraxia following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69091",10,"Dysphagia following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69092",10,"Facial weakness following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69093",10,"Ataxia following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69098",10,"Other sequelae following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"K704",10,"Alcoholic hepatic failure",2,"Alcohol use / intoxication / withdrawal | Hepatic encephalopathy / failure",FALSE
"K7040",10,"Alcoholic hepatic failure without coma",2,"Alcohol use / intoxication / withdrawal | Hepatic encephalopathy / failure",FALSE
"K7041",10,"Alcoholic hepatic failure with coma",2,"Alcohol use / intoxication / withdrawal | Hepatic encephalopathy / failure",FALSE
"S066",10,"Traumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X",10,"Traumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X0",10,"Traumatic subarachnoid hemorrhage without loss of consciousness",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X0A",10,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X0D",10,"Traumatic subarachnoid hemorrhage without loss of consciousness, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X0S",10,"Traumatic subarachnoid hemorrhage without loss of consciousness, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X1",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X1A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X1D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X1S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X2",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X2A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X2D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X2S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X3",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X3A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X3D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X3S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X4",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X4A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X4D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X4S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X5",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X5A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X5D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X5S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X6",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X6A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X6D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X6S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X7",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X7A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X7D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X7S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X8",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X8A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X8D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X8S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066X9",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X9A",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X9D",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066X9S",10,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"S066XA",10,"Traumatic subarachnoid hemorrhage with loss of consciousness status unknown",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066XAA",10,"Traumatic subarachnoid hemorrhage with loss of consciousness status unknown, initial encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066XAD",10,"Traumatic subarachnoid hemorrhage with loss of consciousness status unknown, subsequent encounter",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"S066XAS",10,"Traumatic subarachnoid hemorrhage with loss of consciousness status unknown, sequela",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"T426",10,"Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"T426X",10,"Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"T426X1",10,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional)",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"T426X1A",10,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"T426X1D",10,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), subsequent encounter",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"T426X1S",10,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), sequela",2,"Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",TRUE
